model,doc_index,order,hypothesis,gold_evidence_ids,free_first_partial_and_tight_final_ids,free_feedback_calls,free_exact_feedback_seen,free_trace,tight_trace
kimi-k3,4,0,nda-2,"[12, 13]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_4_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_4_r0_s2200.json
kimi-k3,4,1,nda-13,"[14, 16]",[16],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_4_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_4_r1_s2201.json
kimi-k3,4,1,nda-2,"[12, 13]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_4_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_4_r1_s2201.json
kimi-k3,4,2,nda-12,"[14, 18]",[18],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_4_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_4_r2_s2202.json
kimi-k3,4,2,nda-2,"[12, 13]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_4_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_4_r2_s2202.json
kimi-k3,6,0,nda-4,"[15, 17]",[17],15,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_6_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_6_r0_s2200.json
kimi-k3,6,0,nda-12,"[24, 31]",[31],1,0,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_6_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_6_r0_s2200.json
kimi-k3,6,1,nda-13,"[24, 28]",[28],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_6_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_6_r1_s2201.json
kimi-k3,6,1,nda-4,"[15, 17]",[17],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_6_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_6_r1_s2201.json
kimi-k3,6,1,nda-5,"[15, 18, 19, 20, 36]","[18, 19, 20]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_6_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_6_r1_s2201.json
kimi-k3,6,2,nda-12,"[24, 31]",[31],4,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_6_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_6_r2_s2202.json
kimi-k3,7,0,nda-17,"[24, 25]",[25],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index7-doc18/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_7_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index7-doc18/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_7_r0_s2200.json
kimi-k3,7,1,nda-17,"[24, 25]",[25],3,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index7-doc18/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_7_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index7-doc18/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_7_r1_s2201.json
kimi-k3,7,1,nda-19,"[22, 29]",[29],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index7-doc18/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_7_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index7-doc18/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_7_r1_s2201.json
kimi-k3,7,2,nda-19,"[22, 29]",[29],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index7-doc18/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_7_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index7-doc18/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_7_r2_s2202.json
kimi-k3,8,0,nda-4,"[31, 33]",[33],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r0_s2200.json
kimi-k3,8,0,nda-2,"[19, 20, 23]",[23],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r0_s2200.json
kimi-k3,8,0,nda-5,"[16, 37, 38]","[16, 38]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r0_s2200.json
kimi-k3,8,1,nda-13,"[24, 27]",[27],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r1_s2201.json
kimi-k3,8,1,nda-3,"[19, 20, 23]","[19, 23]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r1_s2201.json
kimi-k3,8,1,nda-19,"[31, 32, 62]",[62],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r1_s2201.json
kimi-k3,8,1,nda-4,"[31, 33]",[33],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r1_s2201.json
kimi-k3,8,1,nda-8,"[37, 39]",[39],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r1_s2201.json
kimi-k3,8,2,nda-19,"[31, 32, 62]",[62],3,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
kimi-k3,8,2,nda-8,"[37, 39]",[39],4,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
kimi-k3,8,2,nda-12,"[24, 28]",[28],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
kimi-k3,8,2,nda-20,"[42, 43, 44, 45, 46]","[43, 44, 45]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
kimi-k3,8,2,nda-7,"[16, 37, 38]","[16, 38]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
kimi-k3,8,2,nda-4,"[31, 33]",[33],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
kimi-k3,9,1,nda-17,"[16, 20]",[20],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_9_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_9_r1_s2201.json
kimi-k3,9,1,nda-19,"[16, 17, 64]",[64],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_9_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_9_r1_s2201.json
kimi-k3,9,1,nda-4,"[16, 18]",[18],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_9_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_9_r1_s2201.json
kimi-k3,9,1,nda-5,"[16, 19]",[19],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_9_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_9_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,4,1,nda-2,"[12, 13]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_00d00cd07974bc81af3ca85cac668627017f50b7a8ac09d0b732abdde505775c/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_4_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_3addce5464b6603c3d5cf61a7e7e93000f73efc1d198bb18a1d86e1f3b55890e/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_4_r1_s2201.json
