kind,model,system,scenario,slice_kind,slice,metric,unit,N,from_regime,to_regime,from_strategy,to_strategy,from_mean,to_mean,delta,display_delta,status,from_expected_units,from_known_units,from_missing_units,to_expected_units,to_known_units,to_missing_units,cohort_from,cohort_to,source_from,source_to,source_row_from,source_row_to
budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:higgs:steps,raw_perf,fraction,1,cost_free,cost_tight,single,single,,,,unknown,unknown,3,2,1,3,2,1,deepseek_original,deepseek_original,old_absolute,old_absolute,512,534
budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:letter:steps,gap,Gap points,1,cost_free,cost_moderate,single,single,,,,unknown,unknown,3,1,2,3,2,1,deepseek_original,deepseek_original,old_absolute,old_absolute,540,551
budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:letter:steps,gap,Gap points,1,cost_moderate,cost_tight,single,single,,82.36623273655783,,unknown,unknown,3,2,1,3,3,0,deepseek_original,deepseek_original,old_absolute,old_absolute,551,562
budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:letter:steps,gap,Gap points,1,cost_free,cost_tight,single,single,,82.36623273655783,,unknown,unknown,3,1,2,3,3,0,deepseek_original,deepseek_original,old_absolute,old_absolute,540,562
budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:letter:steps,raw_perf,fraction,1,cost_free,cost_moderate,single,single,,,,unknown,unknown,3,1,2,3,2,1,deepseek_original,deepseek_original,old_absolute,old_absolute,544,555
budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:letter:steps,raw_perf,fraction,1,cost_moderate,cost_tight,single,single,,0.8725614340438682,,unknown,unknown,3,2,1,3,3,0,deepseek_original,deepseek_original,old_absolute,old_absolute,555,566
budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:letter:steps,raw_perf,fraction,1,cost_free,cost_tight,single,single,,0.8725614340438682,,unknown,unknown,3,1,2,3,3,0,deepseek_original,deepseek_original,old_absolute,old_absolute,544,566
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.667420814479638,0.7126696832579186,0.045248868778280604,+4.52,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,5,1
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.667420814479638,0.9468325791855203,0.27941176470588236,+27.94,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,5,9
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.7126696832579186,0.9468325791855203,0.23416289592760176,+23.42,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,1,9
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.6097285067873303,0.5893665158371041,-0.020361990950226172,-2.04,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,17,13
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.6097285067873303,0.7058823529411764,0.09615384615384615,+9.62,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,17,21
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.5893665158371041,0.7058823529411764,0.11651583710407232,+11.65,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,13,21
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.667420814479638,0.6097285067873303,-0.05769230769230771,-5.77,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,5,17
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.7126696832579186,0.5893665158371041,-0.12330316742081449,-12.33,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,1,13
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9468325791855203,0.7058823529411764,-0.24095022624434392,-24.10,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,9,21
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,0.6968325791855203,0.7239819004524887,0.02714932126696834,+2.71,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,6,2
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.6968325791855203,0.9457013574660633,0.248868778280543,+24.89,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,6,10
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.7239819004524887,0.9457013574660633,0.22171945701357465,+22.17,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,2,10
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,cached,0.6199095022624435,0.6199095022624435,0.0,+0.00,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,18,14
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,0.6199095022624435,0.7149321266968326,0.09502262443438914,+9.50,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,18,22
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.6199095022624435,0.7149321266968326,0.09502262443438914,+9.50,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,14,22
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,0.6968325791855203,0.6199095022624435,-0.07692307692307687,-7.69,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,6,18
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,0.7239819004524887,0.6199095022624435,-0.10407239819004521,-10.41,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,2,14
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9457013574660633,0.7149321266968326,-0.23076923076923073,-23.08,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,10,22
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.8597285067873304,0.8947963800904977,0.035067873303167296,+3.51,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,7,3
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.8597285067873304,0.9615384615384616,0.1018099547511312,+10.18,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,7,11
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.8947963800904977,0.9615384615384616,0.0667420814479639,+6.67,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,3,11
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.8687782805429864,0.8461538461538461,-0.022624434389140302,-2.26,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,19,15
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.8687782805429864,0.9072398190045249,0.038461538461538436,+3.85,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,19,23
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.8461538461538461,0.9072398190045249,0.06108597285067874,+6.11,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,15,23
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.8597285067873304,0.8687782805429864,0.009049773755656076,+0.90,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,7,19
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.8947963800904977,0.8461538461538461,-0.04864253393665152,-4.86,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,3,15
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9615384615384616,0.9072398190045249,-0.05429864253393668,-5.43,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,11,23
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,0.918552036199095,0.9321266968325792,0.013574660633484226,+1.36,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,8,4
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.918552036199095,0.9638009049773756,0.045248868778280604,+4.52,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,8,12
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9321266968325792,0.9638009049773756,0.03167420814479638,+3.17,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,4,12
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_tight,cost_tight,naive,cached,0.8914027149321266,0.8959276018099547,0.004524886877828038,+0.45,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,20,16
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,0.8914027149321266,0.9276018099547512,0.03619909502262453,+3.62,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,20,24
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.8959276018099547,0.9276018099547512,0.03167420814479649,+3.17,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,16,24
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,0.918552036199095,0.8914027149321266,-0.02714932126696834,-2.71,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,8,20
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,0.9321266968325792,0.8959276018099547,-0.03619909502262453,-3.62,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,4,16
budget,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9638009049773756,0.9276018099547512,-0.03619909502262442,-3.62,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,12,24
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.667420814479638,0.7126696832579186,0.045248868778280604,+4.52,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,5,1
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.667420814479638,0.9468325791855203,0.27941176470588236,+27.94,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,5,9
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.7126696832579186,0.9468325791855203,0.23416289592760176,+23.42,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,1,9
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.6097285067873303,0.5893665158371041,-0.020361990950226172,-2.04,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,17,13
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.6097285067873303,0.7058823529411764,0.09615384615384615,+9.62,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,17,21
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.5893665158371041,0.7058823529411764,0.11651583710407232,+11.65,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,13,21
budget,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.667420814479638,0.6097285067873303,-0.05769230769230771,-5.77,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,5,17
budget,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.7126696832579186,0.5893665158371041,-0.12330316742081449,-12.33,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,1,13
budget,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9468325791855203,0.7058823529411764,-0.24095022624434392,-24.10,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,9,21
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,0.6968325791855203,0.7239819004524887,0.02714932126696834,+2.71,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,6,2
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.6968325791855203,0.9457013574660633,0.248868778280543,+24.89,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,6,10
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.7239819004524887,0.9457013574660633,0.22171945701357465,+22.17,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,2,10
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,cached,0.6199095022624435,0.6199095022624435,0.0,+0.00,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,18,14
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,0.6199095022624435,0.7149321266968326,0.09502262443438914,+9.50,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,18,22
strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.6199095022624435,0.7149321266968326,0.09502262443438914,+9.50,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,14,22
budget,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,0.6968325791855203,0.6199095022624435,-0.07692307692307687,-7.69,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,6,18
budget,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,0.7239819004524887,0.6199095022624435,-0.10407239819004521,-10.41,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,2,14
budget,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9457013574660633,0.7149321266968326,-0.23076923076923073,-23.08,known,13,13,0,13,13,0,deepseek_rerun_20260912,deepseek_rerun_20260912,rerun_aggregate,rerun_aggregate,10,22
